id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
2039,Suzanne,Ellis,suzanne.ellis.2039@gslingacademy.com,female,False,3,False,26,Accountant,81,72,92,78,36,96,82
2040,Derek,Wright,derek.wright.2040@gslingacademy.com,male,False,4,False,20,Accountant,81,83,76,95,42,79,71
2041,Kristina,Baker,kristina.baker.2041@gslingacademy.com,female,False,0,False,14,Accountant,99,87,88,91,30,84,74
2042,Kevin,Hurst,kevin.hurst.2042@gslingacademy.com,male,False,3,False,26,Accountant,83,63,84,82,77,60,71
2043,James,Robinson,james.robinson.2043@gslingacademy.com,male,False,5,False,22,Accountant,84,87,85,89,86,74,79
2044,Zachary,Hicks,zachary.hicks.2044@gslingacademy.com,male,False,2,False,15,Accountant,96,91,94,75,95,90,82
2045,Ann,Williams,ann.williams.2045@gslingacademy.com,female,False,1,False,23,Accountant,89,94,93,91,66,85,71
2046,Brian,Burton,brian.burton.2046@gslingacademy.com,male,False,5,False,14,Accountant,75,64,76,64,44,79,90
2047,Rebecca,Henderson,rebecca.henderson.2047@gslingacademy.com,female,False,4,False,26,Accountant,77,93,92,87,82,65,67
2048,Arthur,James,arthur.james.2048@gslingacademy.com,male,False,3,False,20,Accountant,78,91,80,92,92,78,89
2049,Zachary,Rice,zachary.rice.2049@gslingacademy.com,male,False,2,False,24,Accountant,83,69,90,68,81,64,98
2050,Wesley,Valencia,wesley.valencia.2050@gslingacademy.com,male,False,3,False,23,Accountant,85,75,96,67,78,77,75
2051,Alexandra,Le,alexandra.le.2051@gslingacademy.com,female,False,3,False,17,Accountant,98,68,61,68,77,90,75
2052,Melanie,Herrera,melanie.herrera.2052@gslingacademy.com,female,False,4,False,18,Accountant,85,87,95,66,69,74,90
2053,Derek,Davidson,derek.davidson.2053@gslingacademy.com,male,False,2,False,30,Accountant,92,84,92,87,50,66,80
2054,Brian,Graham,brian.graham.2054@gslingacademy.com,male,False,2,False,27,Accountant,94,87,86,86,76,78,81
2055,Jody,Mckay,jody.mckay.2055@gslingacademy.com,female,False,1,False,15,Accountant,86,65,87,85,44,83,65
2056,Sherri,Baker,sherri.baker.2056@gslingacademy.com,female,False,2,False,26,Accountant,92,72,91,68,70,81,75
2057,Jonathan,White,jonathan.white.2057@gslingacademy.com,male,False,2,False,31,Accountant,87,84,90,93,93,91,87
2058,Thomas,Harrell,thomas.harrell.2058@gslingacademy.com,male,False,4,False,23,Accountant,79,85,80,86,80,75,77
2059,Elizabeth,Fowler,elizabeth.fowler.2059@gslingacademy.com,female,False,6,False,28,Accountant,93,64,86,81,34,73,84
2060,Lee,Hernandez,lee.hernandez.2060@gslingacademy.com,male,False,3,False,17,Accountant,76,71,98,64,91,72,74
2061,Phillip,Ryan,phillip.ryan.2061@gslingacademy.com,male,False,2,False,15,Accountant,96,90,94,78,95,91,80
2062,Richard,Moreno,richard.moreno.2062@gslingacademy.com,male,False,4,True,20,Accountant,77,74,97,67,84,73,76
2063,Aaron,Nguyen,aaron.nguyen.2063@gslingacademy.com,male,False,2,False,20,Accountant,91,80,89,94,98,96,70
2064,Alicia,Hickman,alicia.hickman.2064@gslingacademy.com,female,False,1,False,24,Accountant,95,76,96,82,38,84,64
2065,Sherry,Decker,sherry.decker.2065@gslingacademy.com,female,False,2,True,24,Accountant,93,79,96,64,68,79,92
2066,Eric,Brown,eric.brown.2066@gslingacademy.com,male,False,2,False,23,Accountant,75,75,74,68,59,78,99
2067,Sherry,Arroyo,sherry.arroyo.2067@gslingacademy.com,female,False,5,False,31,Accountant,95,94,77,91,35,95,81
2068,Bradley,Tucker,bradley.tucker.2068@gslingacademy.com,male,False,5,False,18,Accountant,78,64,77,65,54,94,91
2069,Andrea,Hodges,andrea.hodges.2069@gslingacademy.com,female,False,2,True,20,Accountant,86,85,99,69,63,75,91
2070,Ralph,Anderson,ralph.anderson.2070@gslingacademy.com,male,False,4,False,20,Accountant,80,87,83,84,75,74,79
2071,John,Pierce,john.pierce.2071@gslingacademy.com,male,False,8,False,18,Accountant,77,87,72,86,77,64,72
2072,Derek,Brennan,derek.brennan.2072@gslingacademy.com,male,False,5,False,24,Accountant,86,87,85,90,90,75,79
2073,Jay,Lewis,jay.lewis.2073@gslingacademy.com,male,False,4,False,26,Accountant,96,86,65,90,66,84,75
2074,Kimberly,Blair,kimberly.blair.2074@gslingacademy.com,female,False,2,False,27,Accountant,86,65,70,67,63,67,65
2075,Christina,Collins,christina.collins.2075@gslingacademy.com,female,False,3,False,16,Accountant,83,69,80,82,71,84,64
2076,Whitney,Santos,whitney.santos.2076@gslingacademy.com,female,False,1,False,13,Accountant,94,83,83,87,48,96,76
2077,Jessica,Holmes,jessica.holmes.2077@gslingacademy.com,female,False,5,False,18,Accountant,95,87,61,65,78,87,68
2078,Bryan,Walker,bryan.walker.2078@gslingacademy.com,male,False,3,False,15,Accountant,97,77,89,74,98,85,84
2079,Gina,Chapman,gina.chapman.2079@gslingacademy.com,female,False,1,False,35,Accountant,92,87,98,89,88,85,90
2080,Crystal,Robinson,crystal.robinson.2080@gslingacademy.com,female,False,4,False,23,Accountant,81,67,84,87,46,88,70
2081,Andrea,Welch,andrea.welch.2081@gslingacademy.com,female,False,5,False,31,Accountant,80,66,90,76,62,83,74
2082,Crystal,Whitehead,crystal.whitehead.2082@gslingacademy.com,female,False,6,False,21,Accountant,80,82,77,93,36,81,68
2083,Scott,Jones,scott.jones.2083@gslingacademy.com,male,False,3,False,15,Accountant,96,69,78,85,86,76,75
2084,David,Caldwell,david.caldwell.2084@gslingacademy.com,male,False,3,False,15,Accountant,77,84,85,96,90,82,91
2085,Cindy,Anderson,cindy.anderson.2085@gslingacademy.com,female,False,5,False,26,Accountant,82,91,91,90,87,68,70
2086,Taylor,Duncan,taylor.duncan.2086@gslingacademy.com,female,False,3,False,17,Accountant,85,64,83,83,39,82,70
2087,Kaitlyn,Mueller,kaitlyn.mueller.2087@gslingacademy.com,female,False,3,False,28,Accountant,96,87,88,79,99,73,83
2088,Robert,Lee,robert.lee.2088@gslingacademy.com,male,False,7,False,20,Accountant,75,83,95,65,84,73,64
2089,Anne,Jordan,anne.jordan.2089@gslingacademy.com,female,False,2,False,27,Accountant,92,70,93,84,58,64,73
2090,Jessica,Owens,jessica.owens.2090@gslingacademy.com,female,False,2,False,27,Accountant,97,86,82,64,60,83,87
2091,Monica,Nunez,monica.nunez.2091@gslingacademy.com,female,False,3,False,17,Accountant,86,64,87,79,36,80,70
2092,Victoria,Garcia,victoria.garcia.2092@gslingacademy.com,female,False,3,False,32,Accountant,81,68,91,77,41,91,76
2093,Jennifer,Morgan,jennifer.morgan.2093@gslingacademy.com,female,False,4,True,23,Accountant,99,79,71,93,84,79,73
2094,Scott,Wright,scott.wright.2094@gslingacademy.com,male,False,1,True,15,Accountant,88,79,68,83,70,62,67
2095,Connor,West,connor.west.2095@gslingacademy.com,male,False,0,False,31,Accountant,88,92,91,89,53,65,89
2096,Jennifer,Ramirez,jennifer.ramirez.2096@gslingacademy.com,female,False,4,False,24,Accountant,91,68,92,72,66,90,73
2097,David,Leblanc,david.leblanc.2097@gslingacademy.com,male,False,0,False,32,Accountant,83,64,83,79,84,81,90
2098,Jessica,Callahan,jessica.callahan.2098@gslingacademy.com,female,False,5,False,25,Accountant,88,64,90,75,61,94,69
2099,Joshua,Williams,joshua.williams.2099@gslingacademy.com,male,False,3,False,14,Accountant,95,66,79,83,86,76,75
2100,Yvonne,Huff,yvonne.huff.2100@gslingacademy.com,female,False,2,False,14,Accountant,93,90,90,78,49,93,75
2101,Wayne,House,wayne.house.2101@gslingacademy.com,male,False,3,False,18,Accountant,98,75,74,93,86,76,75
2102,Sarah,Martin,sarah.martin.2102@gslingacademy.com,female,False,1,False,19,Accountant,93,76,97,75,32,76,68
2103,Karla,Lewis,karla.lewis.2103@gslingacademy.com,female,False,3,False,15,Accountant,84,83,95,77,37,96,80
2104,James,Brown,james.brown.2104@gslingacademy.com,male,False,2,False,27,Accountant,94,87,85,85,75,78,81
2105,James,Galloway,james.galloway.2105@gslingacademy.com,male,False,3,False,15,Accountant,96,91,95,75,94,90,83
2106,Derek,Bowers,derek.bowers.2106@gslingacademy.com,male,False,5,False,29,Accountant,84,65,89,75,66,86,76
2107,Jordan,Henderson,jordan.henderson.2107@gslingacademy.com,female,False,4,False,26,Accountant,78,97,63,90,48,81,83
2108,Tyler,Cowan,tyler.cowan.2108@gslingacademy.com,male,False,4,False,24,Accountant,79,78,78,92,84,81,77
2109,Kristi,Higgins,kristi.higgins.2109@gslingacademy.com,female,False,2,False,26,Accountant,93,77,93,93,89,90,88
2110,Brittney,Phillips,brittney.phillips.2110@gslingacademy.com,female,False,3,False,32,Accountant,83,69,89,78,38,95,82
2111,Wayne,Riley,wayne.riley.2111@gslingacademy.com,male,False,5,False,19,Accountant,78,75,79,97,87,84,81
2112,Joshua,Adkins,joshua.adkins.2112@gslingacademy.com,male,False,2,False,28,Accountant,97,88,80,65,58,83,86
2113,Amy,Silva,amy.silva.2113@gslingacademy.com,female,False,2,False,27,Accountant,87,65,71,67,64,69,66
2114,Jonathan,Farrell,jonathan.farrell.2114@gslingacademy.com,male,False,1,True,18,Accountant,79,65,97,70,76,75,85
2115,Brooke,Yu,brooke.yu.2115@gslingacademy.com,female,False,1,False,35,Accountant,93,87,95,92,89,85,92
2116,Angela,Lopez,angela.lopez.2116@gslingacademy.com,female,False,4,False,23,Accountant,83,95,68,92,45,88,83
2117,Linda,Leonard,linda.leonard.2117@gslingacademy.com,female,False,1,False,14,Accountant,91,82,84,90,50,93,79
2118,David,Wilson,david.wilson.2118@gslingacademy.com,male,False,3,False,27,Accountant,91,87,94,75,61,69,93
2119,Steve,Sanchez,steve.sanchez.2119@gslingacademy.com,male,False,5,False,22,Accountant,79,89,82,88,73,65,79
2120,Linda,Harvey,linda.harvey.2120@gslingacademy.com,female,False,5,False,26,Accountant,82,91,91,90,87,68,70
2121,Jason,Silva,jason.silva.2121@gslingacademy.com,male,False,1,False,29,Accountant,80,76,79,86,83,80,80
2122,Kelly,Donovan,kelly.donovan.2122@gslingacademy.com,female,False,2,False,23,Accountant,81,67,66,67,60,61,63
2123,Christina,Moran,christina.moran.2123@gslingacademy.com,female,False,2,False,24,Accountant,96,80,89,88,80,82,83
2124,David,Foster,david.foster.2124@gslingacademy.com,male,False,5,False,20,Accountant,78,74,78,97,87,84,79
2125,Michael,Evans,michael.evans.2125@gslingacademy.com,male,False,3,False,19,Accountant,78,74,93,73,81,76,69
2126,Emily,Walton,emily.walton.2126@gslingacademy.com,female,False,5,False,31,Accountant,94,97,74,93,35,95,80
2127,Angel,Ellis,angel.ellis.2127@gslingacademy.com,female,False,0,False,3,Artist,89,92,92,89,92,92,98
2128,Yvette,Ferrell,yvette.ferrell.2128@gslingacademy.com,female,False,2,False,2,Artist,99,89,82,79,94,83,78
2129,Benjamin,Lewis,benjamin.lewis.2129@gslingacademy.com,male,False,3,False,3,Artist,80,75,70,72,78,88,75
2130,Derek,Mahoney,derek.mahoney.2130@gslingacademy.com,male,False,5,False,2,Artist,97,87,67,71,82,87,62
2131,Shirley,Suarez,shirley.suarez.2131@gslingacademy.com,female,False,2,False,1,Artist,99,89,62,90,80,83,73
2132,Jaclyn,Moore,jaclyn.moore.2132@gslingacademy.com,female,False,1,False,2,Artist,81,80,75,80,96,66,99
2133,Sandra,Warner,sandra.warner.2133@gslingacademy.com,female,False,0,False,2,Artist,94,93,90,84,86,88,98
2134,Lisa,Archer,lisa.archer.2134@gslingacademy.com,female,False,1,False,2,Artist,66,86,68,71,89,82,71
2135,Martha,Smith,martha.smith.2135@gslingacademy.com,female,False,4,False,4,Artist,91,86,70,95,82,66,85
2136,Ruth,Evans,ruth.evans.2136@gslingacademy.com,female,False,3,False,3,Artist,66,70,86,87,93,62,80
2137,Mary,Mcmillan,mary.mcmillan.2137@gslingacademy.com,female,False,4,False,4,Artist,78,87,82,98,80,94,76
2138,Chad,Wilson,chad.wilson.2138@gslingacademy.com,male,False,4,False,1,Artist,79,96,98,94,66,61,76
2139,Ashley,Tran,ashley.tran.2139@gslingacademy.com,female,False,1,False,2,Artist,71,65,81,97,61,60,88
2140,Denise,Jacobs,denise.jacobs.2140@gslingacademy.com,female,False,2,False,0,Artist,89,68,76,65,90,76,81
2141,Michelle,Harris,michelle.harris.2141@gslingacademy.com,female,False,2,False,0,Artist,90,68,80,65,90,78,83
2142,Mark,Baker,mark.baker.2142@gslingacademy.com,male,False,3,False,1,Artist,74,98,95,82,66,65,76
2143,John,Whitehead,john.whitehead.2143@gslingacademy.com,male,False,3,False,3,Artist,72,73,81,77,81,84,66
2144,Ryan,Davis,ryan.davis.2144@gslingacademy.com,male,False,4,False,4,Artist,77,87,85,79,70,86,66
2145,Jeff,Hill,jeff.hill.2145@gslingacademy.com,male,False,1,False,3,Artist,96,87,61,77,73,78,80
2146,April,Wise,april.wise.2146@gslingacademy.com,female,False,1,False,5,Artist,62,88,72,68,86,78,78
2147,Mark,Green,mark.green.2147@gslingacademy.com,male,False,3,False,0,Artist,92,65,92,61,93,69,82
2148,Natalie,Arnold,natalie.arnold.2148@gslingacademy.com,female,False,1,False,3,Artist,74,82,72,73,92,72,95
2149,Jessica,Smith,jessica.smith.2149@gslingacademy.com,female,False,4,False,3,Artist,71,77,84,82,91,63,90
2150,Angela,Ware,angela.ware.2150@gslingacademy.com,female,False,3,False,2,Artist,67,76,70,72,100,88,85
2151,Stephanie,Gardner,stephanie.gardner.2151@gslingacademy.com,female,False,1,False,3,Artist,63,67,86,95,95,91,96
2152,Sandra,Aguilar,sandra.aguilar.2152@gslingacademy.com,female,False,4,False,1,Artist,79,90,64,94,73,84,86
2153,Brittany,Anderson,brittany.anderson.2153@gslingacademy.com,female,False,1,False,1,Artist,72,74,61,71,82,75,75
2154,Elizabeth,Nolan,elizabeth.nolan.2154@gslingacademy.com,female,False,1,False,4,Artist,67,68,65,67,63,92,66
2155,Rebecca,Valencia,rebecca.valencia.2155@gslingacademy.com,female,False,2,False,1,Artist,93,91,65,90,76,91,73
2156,Stephanie,Clark,stephanie.clark.2156@gslingacademy.com,female,False,2,False,2,Artist,91,87,83,89,95,87,81
2157,Danielle,Garcia,danielle.garcia.2157@gslingacademy.com,female,False,5,False,0,Artist,90,80,62,93,64,71,78
2158,Penny,Henson,penny.henson.2158@gslingacademy.com,female,False,1,False,3,Artist,69,68,63,68,68,87,68
2159,Jennifer,Oliver,jennifer.oliver.2159@gslingacademy.com,female,False,7,False,3,Artist,84,83,81,96,74,95,79
2160,Brittany,Spears,brittany.spears.2160@gslingacademy.com,female,False,2,False,2,Artist,89,86,82,91,92,89,82
2161,Sharon,Cherry,sharon.cherry.2161@gslingacademy.com,female,False,2,False,1,Artist,92,69,74,86,85,67,94
2162,Rita,Keith,rita.keith.2162@gslingacademy.com,female,False,3,False,3,Artist,72,69,92,95,63,61,84
2163,Allison,Doyle,allison.doyle.2163@gslingacademy.com,female,False,2,False,0,Artist,89,68,76,65,90,76,81
2164,Gary,Galvan,gary.galvan.2164@gslingacademy.com,male,False,3,False,1,Artist,66,88,94,69,69,65,71
2165,Rebekah,Shields,rebekah.shields.2165@gslingacademy.com,female,False,2,False,2,Artist,84,75,70,69,80,85,73
2166,Rita,Adams,rita.adams.2166@gslingacademy.com,female,False,1,False,2,Artist,74,83,76,85,97,64,99
2167,Rachel,Rodriguez,rachel.rodriguez.2167@gslingacademy.com,female,False,5,False,0,Artist,95,65,79,69,93,71,85
2168,Shelby,Garrison,shelby.garrison.2168@gslingacademy.com,female,False,5,False,0,Artist,62,78,74,64,70,74,92
2169,Courtney,Velasquez,courtney.velasquez.2169@gslingacademy.com,female,False,1,False,3,Artist,81,89,80,94,90,90,79
2170,Julia,Torres,julia.torres.2170@gslingacademy.com,female,False,8,False,3,Artist,85,76,88,99,73,94,78
2171,Rebecca,Perez,rebecca.perez.2171@gslingacademy.com,female,False,1,False,1,Artist,69,63,73,96,63,61,89
2172,Allison,Lee,allison.lee.2172@gslingacademy.com,female,False,2,False,2,Artist,64,69,79,89,72,63,81
2173,Erin,Lin,erin.lin.2173@gslingacademy.com,female,False,5,False,1,Artist,92,64,71,82,93,68,84
2174,Tracy,Ramirez,tracy.ramirez.2174@gslingacademy.com,female,False,3,False,2,Artist,84,75,85,93,74,67,90
2175,Margaret,Ross,margaret.ross.2175@gslingacademy.com,female,False,4,False,3,Artist,80,86,73,92,76,93,85
2176,Veronica,Herrera,veronica.herrera.2176@gslingacademy.com,female,False,1,True,4,Artist,74,89,77,95,83,93,79
2177,Teresa,Wilson,teresa.wilson.2177@gslingacademy.com,female,False,3,False,1,Artist,68,75,89,90,62,63,70
2178,Tracy,White,tracy.white.2178@gslingacademy.com,female,False,1,False,1,Artist,99,90,83,79,92,83,81
2179,Tonya,Baker,tonya.baker.2179@gslingacademy.com,female,False,3,False,2,Artist,62,97,81,82,91,64,66
2180,Brian,Hamilton,brian.hamilton.2180@gslingacademy.com,male,False,1,False,2,Artist,85,67,77,61,77,79,90
2181,Monica,Edwards,monica.edwards.2181@gslingacademy.com,female,False,4,False,4,Artist,82,93,75,96,77,63,85
2182,Lisa,Dixon,lisa.dixon.2182@gslingacademy.com,female,False,2,False,3,Artist,84,73,96,89,80,60,78
2183,Janice,Ray,janice.ray.2183@gslingacademy.com,female,False,2,False,4,Artist,82,88,97,99,73,86,87
2184,David,Fletcher,david.fletcher.2184@gslingacademy.com,male,False,3,False,4,Artist,75,74,78,76,80,85,66
2185,Aaron,Frost,aaron.frost.2185@gslingacademy.com,male,False,0,False,3,Artist,69,92,84,73,71,61,66
2186,Joshua,Ball,joshua.ball.2186@gslingacademy.com,male,False,3,False,0,Artist,67,87,88,81,65,66,69
2187,Patrick,Lambert,patrick.lambert.2187@gslingacademy.com,male,False,4,False,3,Artist,91,91,69,64,69,83,88
2188,Helen,Jones,helen.jones.2188@gslingacademy.com,female,False,3,False,2,Artist,68,77,70,70,99,88,84
2189,Matthew,Rivera,matthew.rivera.2189@gslingacademy.com,male,False,6,False,1,Artist,97,85,75,66,73,88,85
2190,Erik,Charles,erik.charles.2190@gslingacademy.com,male,False,2,False,0,Artist,90,66,89,61,92,71,81
2191,Michelle,Evans,michelle.evans.2191@gslingacademy.com,female,False,3,False,0,Artist,71,65,93,90,94,68,83
2192,Ellen,Ortiz,ellen.ortiz.2192@gslingacademy.com,female,False,4,False,3,Artist,71,98,77,84,95,72,64
2193,James,Phillips,james.phillips.2193@gslingacademy.com,male,False,1,False,3,Artist,91,81,63,76,75,82,74
2194,Bethany,Fisher,bethany.fisher.2194@gslingacademy.com,female,False,2,False,2,Artist,99,89,82,79,94,83,78
2195,Teresa,Byrd,teresa.byrd.2195@gslingacademy.com,female,False,4,False,4,Artist,95,82,67,94,84,69,85
2196,Stephanie,Gilbert,stephanie.gilbert.2196@gslingacademy.com,female,False,3,False,4,Artist,60,68,80,86,99,93,91
2197,Elizabeth,Kelley,elizabeth.kelley.2197@gslingacademy.com,female,False,3,False,0,Artist,95,87,61,91,70,79,72
2198,April,Mitchell,april.mitchell.2198@gslingacademy.com,female,False,2,False,1,Artist,90,94,88,88,94,75,77
2199,Jessica,Carpenter,jessica.carpenter.2199@gslingacademy.com,female,False,2,False,2,Artist,96,77,70,89,84,70,91
2200,Mary,Marshall,mary.marshall.2200@gslingacademy.com,female,False,1,False,4,Artist,62,91,76,69,88,78,75
2201,Jessica,Lewis,jessica.lewis.2201@gslingacademy.com,female,False,3,False,3,Artist,75,62,89,98,78,90,91
2202,Kara,Santana,kara.santana.2202@gslingacademy.com,female,False,4,False,3,Artist,80,87,71,92,76,92,85
2203,Rebecca,Jackson,rebecca.jackson.2203@gslingacademy.com,female,False,3,False,3,Artist,67,79,80,76,89,68,88
2204,Angela,Robertson,angela.robertson.2204@gslingacademy.com,female,False,3,False,3,Artist,69,70,85,79,89,91,70
2205,Mackenzie,Rogers,mackenzie.rogers.2205@gslingacademy.com,female,False,4,False,3,Artist,63,67,86,83,98,96,81
2206,Sabrina,Potter,sabrina.potter.2206@gslingacademy.com,female,False,2,False,1,Artist,95,92,63,89,76,90,71
2207,Michael,Walker,michael.walker.2207@gslingacademy.com,male,False,1,False,1,Artist,95,97,88,74,83,90,93
2208,Christina,Johnson,christina.johnson.2208@gslingacademy.com,female,False,2,True,2,Artist,75,72,73,72,80,86,83
2209,Danielle,Alvarez,danielle.alvarez.2209@gslingacademy.com,female,False,3,False,4,Artist,85,83,87,93,78,60,80
2210,Samuel,Jones,samuel.jones.2210@gslingacademy.com,male,False,3,False,3,Artist,98,80,65,92,84,72,85
2211,Jennifer,Soto,jennifer.soto.2211@gslingacademy.com,female,False,2,True,1,Artist,76,87,68,66,98,94,70
2212,Cheyenne,Horton,cheyenne.horton.2212@gslingacademy.com,female,False,4,False,0,Artist,93,67,76,68,92,74,83
2213,Kathleen,Sanchez,kathleen.sanchez.2213@gslingacademy.com,female,False,3,False,3,Artist,93,78,72,93,82,70,87
2214,Mary,Smith,mary.smith.2214@gslingacademy.com,female,False,4,False,3,Artist,98,86,65,92,81,76,90
2215,Nicole,Carrillo,nicole.carrillo.2215@gslingacademy.com,female,False,2,False,0,Artist,87,69,76,63,90,75,79
2216,Ashley,Coleman,ashley.coleman.2216@gslingacademy.com,female,False,2,True,1,Artist,81,96,69,68,97,94,60
2217,Casey,Rubio,casey.rubio.2217@gslingacademy.com,female,False,3,False,3,Artist,77,74,82,70,91,61,80
2218,Joseph,Williams,joseph.williams.2218@gslingacademy.com,male,False,1,False,1,Artist,86,68,77,62,81,78,87
2219,David,Charles,david.charles.2219@gslingacademy.com,male,False,3,False,3,Artist,85,72,81,60,93,62,76
